,genes,in_group_fraction,out_group_fraction,in_out_group_ratio,in_group_mean_exp,out_group_mean_exp,fold_change,pvals_adj,target_dmain,neighbors
51,Hmgcs1,0.9256756756756755,0.5620567375886525,1.6469434734418962,1.5205755233764648,0.6520554423332214,2.383381128311157,3.8320514430161315e-11,29,[27]
7,Sncg,0.9222972972972971,0.1312056737588652,7.029401022644266,1.9142136573791504,0.1567646116018295,5.797628879547119,6.614434940064856e-22,29,[27]
54,Sptbn1,0.9222972972972971,0.6542553191489362,1.4096901779828608,1.5732488632202148,0.7405800223350525,2.299447536468506,6.680817849902966e-11,29,[27]
34,Cpe,0.9222972972972971,0.6152482269503546,1.4990653477685176,1.6359297037124634,0.6651399731636047,2.640028476715088,4.517548710112729e-14,29,[27]
50,6330403K07Rik,0.9222972972972971,0.5673758865248227,1.6255489864864865,1.4192107915878296,0.6029521226882935,2.2620208263397217,3.3135161413153865e-11,29,[27]
163,Thra,0.918918918918919,0.6843971631205674,1.3426690939644308,1.3413797616958618,0.8039977550506592,1.7115203142166138,8.281310340157441e-05,29,[27]
236,Atpif1,0.918918918918919,0.7606382978723404,1.2080892080892085,1.4674339294433594,0.9823532104492188,1.6243062019348145,0.0015073360588706,29,[27]
52,Pfn2,0.918918918918919,0.6436170212765957,1.4277417913781552,1.5948790311813354,0.7328771948814392,2.36789608001709,4.529368395668059e-11,29,[27]
62,Rab6a,0.918918918918919,0.6134751773049646,1.4978909545383534,1.5959022045135498,0.7571633458137512,2.3134474754333496,4.8485144337198e-10,29,[27]
11,Fgf13,0.918918918918919,0.2446808510638297,3.755581668625147,1.7833552360534668,0.2430735677480697,4.665904521942139,2.025163360752645e-19,29,[27]
19,Gng3,0.9121621621621622,0.3297872340425531,2.7659110723626856,1.442835807800293,0.311096042394638,3.1010470390319824,1.0866717354106883e-17,29,[27]
167,Dnaja1,0.9121621621621622,0.7198581560283688,1.2671415257622154,1.4071015119552612,0.8588299751281738,1.730259656906128,0.000114292712548,29,[27]
83,Dpysl2,0.9087837837837838,0.6702127659574468,1.355963105963106,1.4663835763931274,0.7582355737686157,2.0302276611328125,1.6460169925243924e-08,29,[27]
194,Ttc3,0.9054054054054054,0.7606382978723404,1.1903231903231903,1.5769623517990112,1.0326451063156128,1.7234312295913696,0.0003309608855126,29,[27]
25,Mllt11,0.902027027027027,0.3670212765957447,2.4576968272620445,1.5118638277053833,0.38790163397789,3.077021360397339,2.7668643332876363e-16,29,[27]
27,Ywhah,0.8986486486486487,0.4592198581560284,1.9569028487947409,1.578056812286377,0.4699735045433044,3.028547763824463,1.4670666615885154e-15,29,[27]
42,Fabp7,0.8986486486486487,0.4521276595744681,1.9875993640699523,1.7341606616973877,0.5930705666542053,3.130178689956665,9.833773498612668e-13,29,[27]
363,Cox5a,0.8986486486486487,0.7801418439716312,1.151904176904177,1.458194136619568,1.04375422000885,1.5135228633880615,0.022216727525176,29,[27]
43,Ywhag,0.8952702702702703,0.5159574468085106,1.735162998049596,1.418948531150818,0.5179659724235535,2.4620211124420166,1.560194529652685e-12,29,[27]
190,Grb2,0.8918918918918919,0.7180851063829787,1.242042042042042,1.3584294319152832,0.8425388336181641,1.6751296520233154,0.0003084152089762,29,[27]
265,Ppp2ca,0.8918918918918919,0.6897163120567376,1.293128604182589,1.2836705446243286,0.8410086035728455,1.5568459033966064,0.0031088820427261,29,[27]
44,Mapre2,0.8885135135135135,0.4131205673758865,2.1507365734833543,1.3099960088729858,0.4264367520809173,2.419495820999145,8.943861742132401e-12,29,[27]
45,Rbms3,0.8885135135135135,0.5567375886524822,1.5959287312790498,1.554846167564392,0.5886088013648987,2.628037691116333,1.006636943673342e-11,29,[27]
184,Fkbp1a,0.8851351351351351,0.6436170212765957,1.3752512843421931,1.3720648288726809,0.7977714538574219,1.775875210762024,0.0002507042469481,29,[27]
246,Prkar1a,0.8817567567567568,0.7074468085106383,1.2463930095509042,1.343408703804016,0.8683937191963196,1.608038306236267,0.0018780404033002,29,[27]
402,Cox6b1,0.8817567567567568,0.75,1.1756756756756757,1.4340051412582395,1.0186344385147097,1.5149322748184204,0.035750847398723,29,[27]
71,Serinc1,0.8783783783783784,0.526595744680851,1.6680316680316682,1.322639226913452,0.5575661063194275,2.14915132522583,3.324049995553502e-09,29,[27]
38,Dst,0.875,0.4024822695035461,2.174008810572688,1.3963297605514526,0.4209600389003753,2.6521475315093994,1.0147086509746615e-13,29,[27]
255,Rsrp1,0.875,0.7907801418439716,1.1065022421524664,1.4531033039093018,1.0086190700531006,1.5596855878829956,0.0023818634713491,29,[27]
206,Acly,0.8682432432432432,0.6684397163120568,1.2989103161516953,1.2643760442733765,0.7689434289932251,1.6412081718444824,0.0004688276366959,29,[27]
321,Ywhaq,0.8682432432432432,0.6968085106382979,1.2460284712193108,1.27705180644989,0.8489833474159241,1.53429114818573,0.0104205929387155,29,[27]
338,Cst3,0.8648648648648649,0.725177304964539,1.1926253882244102,1.3234820365905762,0.9045830965042114,1.5202866792678833,0.015216023590871,29,[27]
324,Myl6,0.8648648648648649,0.6400709219858156,1.351201617129595,1.218412160873413,0.7843780517578125,1.5434714555740356,0.0112350416359945,29,[27]
219,Ncam1,0.8614864864864865,0.624113475177305,1.3803363022113022,1.17061448097229,0.7071733474731445,1.5895344018936155,0.0008812965560991,29,[27]
208,Laptm4b,0.8614864864864865,0.6223404255319149,1.3842688842688842,1.1581183671951294,0.6759139895439148,1.6196407079696655,0.0004816868802442,29,[27]
176,Arpc5,0.8614864864864865,0.5975177304964538,1.441775603496672,1.2615259885787964,0.6919212341308594,1.7675681114196775,0.0001715554893791,29,[27]
183,Usmg5,0.8581081081081081,0.6560283687943262,1.308035062089116,1.407332420349121,0.8196190595626831,1.7998679876327517,0.0002467010528309,29,[27]
189,Vapa,0.8581081081081081,0.6117021276595744,1.4028202115158637,1.2699346542358398,0.7190539240837097,1.7347800731658936,0.0002851821113411,29,[27]
267,Tbc1d9,0.8547297297297297,0.648936170212766,1.3171245015507311,1.132074236869812,0.719092607498169,1.511317253112793,0.0031480581687899,29,[27]
76,Bex2,0.8547297297297297,0.4343971631205673,1.967622724765582,1.221555471420288,0.4666407704353332,2.127429962158203,6.945174428439739e-09,29,[27]
368,G3bp2,0.8513513513513513,0.6631205673758865,1.2838560485619308,1.190096378326416,0.7798217535018921,1.507231593132019,0.0230371869510784,29,[27]
105,Kif1b,0.8513513513513513,0.5177304964539007,1.6443909663087746,1.266838788986206,0.5830749869346619,1.9813209772109983,3.136320733757071e-07,29,[27]
171,Zwint,0.847972972972973,0.5549645390070922,1.527976858647785,1.183351755142212,0.6207065582275391,1.7553094625473022,0.0001333777905359,29,[27]
55,Reep5,0.8445945945945946,0.3670212765957447,2.301214257735997,1.1779118776321411,0.3764109015464782,2.228883981704712,9.199741814126001e-11,29,[27]
362,Ndufb2,0.8445945945945946,0.725177304964539,1.1646732306879006,1.3403899669647217,0.915330171585083,1.5296818017959597,0.0221066364630513,29,[27]
28,Kif5a,0.8412162162162162,0.2109929078014184,3.98694072223484,1.1441810131072998,0.2020215690135955,2.565515279769897,1.886301316889841e-15,29,[27]
58,Gnao1,0.8378378378378378,0.3989361702127659,2.10018018018018,1.1683164834976196,0.3945204019546509,2.167980432510376,2.4002382701347093e-10,29,[27]
87,2010111I01Rik,0.8378378378378378,0.4734042553191489,1.7698147585788035,1.1233795881271362,0.4564824402332306,1.9481830596923828,3.5629142759126736e-08,29,[27]
132,Sptan1,0.8344594594594594,0.5212765957446809,1.600799779371208,1.1644281148910522,0.5534875988960266,1.8421630859375,5.6392035790510885e-06,29,[27]
48,Elavl2,0.831081081081081,0.3049645390070922,2.7251728472658705,1.2812695503234863,0.3384177088737488,2.5672922134399414,1.589601558569195e-11,29,[27]
108,Dcx,0.8277027027027027,0.4609929078014184,1.7954781704781706,1.128696084022522,0.4822821319103241,1.9086837768554688,6.684124822750969e-07,29,[27]
40,Ids,0.8243243243243243,0.3067375886524823,2.6873925949070454,1.2006953954696655,0.297443151473999,2.467615365982056,6.683411858445806e-13,29,[27]
56,Alcam,0.8209459459459459,0.3368794326241134,2.4369132290184923,1.2160463333129885,0.3559397161006927,2.363412618637085,1.7532624438899032e-10,29,[27]
104,Map1lc3a,0.8209459459459459,0.5212765957446809,1.5748758963044676,1.2050477266311646,0.5395303964614868,1.9454967975616453,2.7840115953782455e-07,29,[27]
141,Map4,0.8141891891891891,0.5053191489361702,1.6112375533428165,1.1603044271469116,0.5440906286239624,1.851902961730957,1.621243764636796e-05,29,[27]
201,Ppp3ca,0.8141891891891891,0.5797872340425532,1.404289610711629,1.1750720739364624,0.6379279494285583,1.7111130952835083,0.0004182770712124,29,[27]
117,Ank2,0.8108108108108109,0.524822695035461,1.5449233016800583,1.224512219429016,0.5515263676643372,1.9600809812545776,1.62958357083251e-06,29,[27]
21,Fkbp1b,0.8108108108108109,0.0780141843971631,10.393120393120393,1.1682335138320925,0.0773356109857559,2.9769458770751958,8.384596162632989e-17,29,[27]
182,Fasn,0.8108108108108109,0.524822695035461,1.5449233016800583,1.1568129062652588,0.5986642241477966,1.747434377670288,0.0002467010528309,29,[27]
93,Kifap3,0.8040540540540541,0.4379432624113475,1.835977678082941,1.1095744371414185,0.4356978833675384,1.9618277549743648,7.432046207032291e-08,29,[27]
79,Nrxn1,0.8040540540540541,0.3882978723404255,2.070714550166605,1.226112961769104,0.4204395711421966,2.2382030487060547,1.139627015146094e-08,29,[27]
49,Pcp4,0.8006756756756757,0.2695035460992908,2.970928165007112,1.1219011545181274,0.259866863489151,2.36797308921814,1.7776103756726032e-11,29,[27]
393,Tcf25,0.8006756756756757,0.5833333333333334,1.3725868725868724,1.098230004310608,0.6851096749305725,1.5115268230438232,0.0321936809333645,29,[27]
0,Col1a2,1.0,0.9988064926798218,1.001194933482036,3.347075223922729,2.826626300811768,1.6827830076217651,2.6449465453157435e-104,7,"[0, 12, 9]"
1,Col1a1,1.0,0.9996021642266072,1.0003979941096872,3.148298740386963,2.691476345062256,1.5790483951568604,4.143813200808707e-102,7,"[0, 12, 9]"
2,Postn,0.9759407772979642,0.9007001909611713,1.0835356615795773,2.033085823059082,1.5503582954406738,1.6204882860183716,8.922794458370315e-100,7,"[0, 12, 9]"
0,Krt10,0.9682020107552024,0.6485113588260195,1.4929607594042904,2.5817348957061768,0.9487082958221436,5.119345664978027,0.0,2,"[15, 14, 13]"
9,Krt15,0.92331073182137,0.7224495555241992,1.2780279602379006,2.092879295349121,1.1346232891082764,2.6071455478668213,0.0,2,"[15, 14, 13]"
2,Lor,0.8851999064765023,0.4271200790179201,2.072484881796819,1.7588191032409668,0.448486179113388,3.7074074745178223,0.0,2,"[15, 14, 13]"
1,Krt77,0.8718728080430208,0.3576971920417666,2.43746058800824,1.7774592638015747,0.405912697315216,3.941441535949707,0.0,2,"[15, 14, 13]"
4,Krtdap,0.8709375730652327,0.4547763510653309,1.9150898480649408,1.7162731885910034,0.5317579507827759,3.269101619720459,0.0,2,"[15, 14, 13]"
3,Dmkn,0.8681318681318682,0.4199238041484408,2.067355695379889,1.620035171508789,0.4658685624599457,3.1713790893554688,0.0,2,"[15, 14, 13]"
24,Emp1,0.8021978021978022,0.6015239170311839,1.3336091541580632,1.332247972488403,0.713672399520874,1.8562818765640257,1.500382539712846e-242,2,"[15, 14, 13]"
6,Pabpc1,1.0,0.9542403904820012,1.0479539641943734,2.867377519607544,1.704452395439148,3.1992781162261963,1.7957394768064715e-77,23,[21]
5,Ftl1,1.0,0.8920073215375229,1.1210670314637483,2.863433122634888,1.47739577293396,3.998972177505493,3.907053963603258e-93,23,[21]
4,Gpx1,0.9990234375,0.9524100061012812,1.0489426099055092,3.089063882827759,1.759229063987732,3.780418872833252,3.30439808822484e-93,23,[21]
13,Fth1,0.9990234375,0.979255643685174,1.020186550817757,2.9617457389831543,2.09075140953064,2.3892855644226074,2.275744942219129e-66,23,[21]
19,Alb,0.998046875,0.9914582062233068,1.0066454326923076,2.998054981231689,2.210665702819824,2.1976513862609863,3.368257831836138e-61,23,[21]
16,Prdx2,0.9921875,0.8920073215375229,1.1123086952804375,2.1719067096710205,1.3319437503814695,2.316281318664551,4.15342569023843e-64,23,[21]
8,Ftl1-ps1,0.9912109375,0.8682123245881636,1.1416688169799718,2.309637546539306,1.2179228067398071,2.979378461837769,4.554954798400504e-76,23,[21]
7,Apex2,0.9814453125,0.589993898718731,1.6634838336995863,2.190337896347046,0.7555775046348572,4.198638439178467,3.420900230266825e-76,23,[21]
15,Afp,0.978515625,0.9097010372178156,1.075645277917505,2.5674197673797607,1.5045616626739502,2.89463210105896,6.261919025646589e-65,23,[21]
9,Slc25a37,0.9755859375,0.6503965832824893,1.4999862585014072,2.120646476745605,0.8292266726493835,3.637947797775269,5.794436993975816e-76,23,[21]
30,Ubb,0.9736328125,0.9035997559487492,1.0775045102548957,2.1176700592041016,1.4427812099456787,1.963814616203308,1.6907918171176208e-44,23,[21]
18,Cd24a,0.9716796875,0.8181818181818182,1.1876085069444444,1.863534927368164,1.0969663858413696,2.1523678302764893,1.8655150958547522e-63,23,[21]
24,Mt1,0.9462890625,0.736424649176327,1.2849774427816902,1.6928106546401978,0.9863677620887756,2.026768922805786,1.7724826481438247e-51,23,[21]
10,Mkrn1,0.9443359375,0.4996949359365467,1.8898249103327227,1.9215240478515625,0.6043657660484314,3.732798576354981,1.3988441375372843e-75,23,[21]
21,Grm7,0.9287109375,0.7150701647345943,1.2987689646437712,1.2516627311706543,0.6971216201782227,1.7411417961120603,5.6515894600114064e-58,23,[21]
28,Luc7l,0.916015625,0.7291031116534472,1.256359505753138,1.447052240371704,0.8339236378669739,1.846198320388794,2.0015897602688974e-46,23,[21]
14,Epb41,0.90625,0.4588163514338011,1.9751911569148932,1.5126112699508667,0.5045134425163269,2.7403836250305176,5.383296403605938e-65,23,[21]
12,Hbb-y,0.904296875,0.4307504575960952,2.099352093661473,1.8910002708435056,0.5185380578041077,3.9450523853302,6.665297771097325e-72,23,[21]
11,Hba-x,0.8896484375,0.3203172666259914,2.777397693452381,1.7166252136230469,0.3751785457134247,3.824572086334229,5.474626262398928e-74,23,[21]
32,Trf,0.88671875,0.6955460646735815,1.274852658991228,1.4496134519577026,0.8522694110870361,1.817285656929016,1.0825970599756634e-43,23,[21]
17,Fech,0.8857421875,0.4527150701647346,1.956511381822776,1.4341753721237185,0.5081081390380859,2.5245611667633057,4.604068380226552e-64,23,[21]
47,Ttr,0.8203125,0.6259914582062233,1.310421235380117,1.1766177415847778,0.7063693404197693,1.6003917455673218,2.804056196679539e-32,23,[21]
20,Fam46c,0.8125,0.3868212324588163,2.100453470031546,1.1881152391433716,0.4157037138938904,2.164980888366699,4.5823997240995955e-59,23,[21]
35,Apoa2,0.8017578125,0.5021354484441732,1.5966962997417984,1.1728824377059937,0.5852583050727844,1.799707531929016,1.7886347295627337e-42,23,[21]
6,Hba-a2,1.0,0.9997466430200151,1.0002534211860112,3.577831268310547,2.804927349090576,2.1660470962524414,0.0,11,"[17, 20, 27]"
2,Col1a1,0.9987546699875468,0.982265011401064,1.01678738262596,2.552906036376953,1.7685774564743042,2.1909353733062744,0.0,11,"[17, 20, 27]"
1,Col1a2,0.9979244499792445,0.981251583481125,1.016991428884089,2.7053029537200928,1.8052211999893188,2.4598042964935303,0.0,11,"[17, 20, 27]"
0,Igf2,0.9946035699460356,0.9526222447428426,1.044069226217288,2.5022177696228027,1.5214800834655762,2.6664226055145264,0.0,11,"[17, 20, 27]"
3,H19,0.9900373599003736,0.9632632379022044,1.0277952287024656,2.359323263168335,1.56746506690979,2.2074944972991943,0.0,11,"[17, 20, 27]"
4,Col3a1,0.9746782897467828,0.8783886496072967,1.109620770011697,1.9936118125915527,1.1844061613082886,2.2461228370666504,0.0,11,"[17, 20, 27]"
8,Sparc,0.9717725197177252,0.8685077273878895,1.1188991059877076,1.833035230636597,1.1714599132537842,1.937842607498169,0.0,11,"[17, 20, 27]"
15,Vim,0.9701120797011208,0.8791487205472511,1.1034675442594593,1.895257592201233,1.3358381986618042,1.749656319618225,0.0,11,"[17, 20, 27]"
21,Lgals1,0.9663760896637608,0.908031416265518,1.0642540250845045,1.7496119737625122,1.2912590503692627,1.5814671516418457,0.0,11,"[17, 20, 27]"
29,Camk1d,0.9551681195516812,0.8935900684063846,1.0689108499774556,1.817583918571472,1.3842910528182983,1.5423277616500854,1.8627023093828616e-266,11,"[17, 20, 27]"
26,Itm2a,0.9435450394354504,0.8832024322270079,1.068322510227115,1.6370118856430054,1.2248247861862185,1.5101169347763062,5.892893653705027e-289,11,"[17, 20, 27]"
9,Igfbp2,0.9410543794105438,0.7892069926526476,1.1924050194328784,1.8113857507705688,1.0682587623596191,2.102499723434448,0.0,11,"[17, 20, 27]"
14,Serpinh1,0.9032793690327936,0.7273878895363567,1.241812493755638,1.461761474609375,0.8697492480278015,1.807621955871582,0.0,11,"[17, 20, 27]"
10,Cdkn1c,0.900373599003736,0.7322016721560679,1.2296797907500852,1.538349986076355,0.8441253304481506,2.0021560192108154,0.0,11,"[17, 20, 27]"
12,Selenop,0.854711498547115,0.6047631112237142,1.4132996584689834,1.3824440240859983,0.6955452561378479,1.9875421524047847,0.0,11,"[17, 20, 27]"
13,Fstl1,0.8518057285180572,0.6235115277425893,1.3661427104676034,1.2900413274765017,0.6926499605178833,1.817371845245361,0.0,11,"[17, 20, 27]"
11,Dcn,0.8086342880863429,0.5469977197871801,1.4783138189332077,1.2221766710281372,0.5573954582214355,1.9440650939941408,0.0,11,"[17, 20, 27]"
19,Acta1,0.9995285242809996,0.9401267614300658,1.0631848440954657,3.055420160293579,2.355013132095337,2.0145726203918457,7.341321616662228e-07,4,"[0, 3, 12]"
4,Mylpf,0.9992927864214992,0.9117592763522244,1.0960050666218388,2.9514238834381104,2.121699571609497,2.292686700820923,5.462256847681139e-21,4,"[0, 3, 12]"
1,Myh3,0.9983498349834984,0.8820380284290198,1.1318671109471767,2.856166362762451,1.9559763669967647,2.460070371627808,1.016711062142251e-23,4,"[0, 3, 12]"
9,Actc1,0.9955209806694956,0.8758230262753062,1.1366691109997873,2.631706476211548,1.8886959552764893,2.102254867553711,4.7703242340506726e-11,4,"[0, 3, 12]"
0,Cdkn1c,0.9945780292314946,0.975016922035567,1.0200623258467036,2.625651836395264,2.0646119117736816,1.7524940967559814,5.744681680942461e-62,4,"[0, 3, 12]"
20,Ube2c,0.9745403111739744,0.8759460956248846,1.1125574005541454,2.0408830642700195,1.6152812242507937,1.5305113792419434,8.244568179585916e-07,4,"[0, 3, 12]"
2,Myl4,0.9570957095709572,0.7194018829610486,1.3304047879768732,1.954999685287476,1.2176686525344849,2.090348958969116,7.341703318709179e-22,4,"[0, 3, 12]"
3,Tnni1,0.9436586515794436,0.7079564334502492,1.332933224408304,1.885952115058899,1.2023065090179443,1.9810869693756104,1.8858512490463774e-21,4,"[0, 3, 12]"
6,Tnnt1,0.9351720886374352,0.6793428096732509,1.3765834793883114,1.750634789466858,1.1431947946548462,1.8357259035110476,1.2141842860785065e-12,4,"[0, 3, 12]"
29,Myh8,0.9314002828854314,0.6987877669066519,1.3328800631535,1.7249749898910522,1.2926537990570068,1.5408297777175903,1.1546535675411444e-05,4,"[0, 3, 12]"
5,Tpm2,0.9226779820839228,0.7107254938157652,1.298219903623015,1.5864254236221311,1.044668674468994,1.7190240621566772,5.981649004722978e-16,4,"[0, 3, 12]"
17,Tnni2,0.9146628948609148,0.661190080610424,1.3833584648101187,1.642088770866394,1.1536680459976196,1.6297403573989868,5.138441774421798e-07,4,"[0, 3, 12]"
8,Myl1,0.8991041961338991,0.6152852132176482,1.4612803571729167,1.6079329252243042,1.020987033843994,1.7984870672225952,3.116951845944537e-11,4,"[0, 3, 12]"
16,Tnnc2,0.8983969825553983,0.6011937726909113,1.4943551037367224,1.4945166110992432,1.0193296670913696,1.6083147525787354,4.5456358248020043e-07,4,"[0, 3, 12]"
24,Tnnt3,0.8821310702498821,0.6390375976862962,1.380405587157519,1.439911127090454,1.0299285650253296,1.506791353225708,1.2133301481107851e-06,4,"[0, 3, 12]"
12,Tnnc1,0.8246110325318247,0.5644575718417328,1.4608910813991804,1.231045126914978,0.7776716947555542,1.5736117362976074,1.1600419020396291e-09,4,"[0, 3, 12]"
2,Lrba,0.9992753623188406,0.9829164124466138,1.0166432767477218,2.3012874126434326,1.8387566804885864,1.588088035583496,0.0,10,[21]
0,Ptma,0.9989130434782608,0.9090909090909092,1.098804347826087,2.471138000488281,1.3932368755340576,2.9385054111480717,0.0,10,[21]
4,H3f3b,0.9181159420289856,0.7315436241610739,1.2550392235075123,1.4552210569381714,0.920590877532959,1.7068169116973877,0.0,10,[21]
17,Hnrnpk,0.9014492753623188,0.7559487492373398,1.1924740615971274,1.3584216833114624,0.9391261339187622,1.5208897590637207,3.8302746768565745e-120,10,[21]
16,Hmgn1,0.8989130434782608,0.7230018303843807,1.2433067327095946,1.3116687536239624,0.8757720589637756,1.546349048614502,3.5149285567902e-120,10,[21]
12,Mettl23,0.8753623188405797,0.6784624771201953,1.290214784693984,1.2072277069091797,0.7734746336936951,1.5430376529693604,7.729290001811556e-136,10,[21]
3,Nrep,0.8739130434782608,0.5973154362416108,1.463067904250122,1.2788230180740356,0.6612549424171448,1.8544126749038696,0.0,10,[21]
6,Basp1,1.0,0.9934968962459356,1.0065456709312706,2.698751926422119,2.2500548362731934,1.5662702322006226,2.2396979986428138e-27,5,"[17, 20]"
7,Uchl1,1.0,0.9917233224948272,1.0083457526080477,2.6633188724517822,2.2380871772766118,1.5299447774887085,4.744285004992515e-26,5,"[17, 20]"
8,Stmn2,1.0,0.9926101093703812,1.0074449076831449,2.796695709228516,2.374008178710937,1.526057243347168,1.876706997002455e-22,5,"[17, 20]"
3,Mapt,1.0,0.995270469997044,1.0047520047520049,2.8238322734832764,2.3545479774475098,1.5988494157791138,1.1230529204623685e-30,5,"[17, 20]"
12,Gm26561,0.999715343011671,0.9923145137451964,1.007458148766304,2.853580474853516,2.410407543182373,1.557641625404358,2.914738163923342e-18,5,"[17, 20]"
5,Tubb2a,0.9991460290350128,0.9914277268696424,1.0077850376343018,2.7345075607299805,2.2335433959960938,1.6503117084503174,4.7938679015073703e-29,5,"[17, 20]"
2,Gap43,0.9923142613151152,0.938220514336388,1.057655685579406,2.340625524520874,1.7220816612243652,1.856222987174988,5.4789214679891795e-34,5,"[17, 20]"
20,Copg2,0.986336464560205,0.9213715637008572,1.0705089058733313,2.1036651134490967,1.639973759651184,1.5899320840835571,8.247671000246108e-13,5,"[17, 20]"
16,Ncam1,0.9814972957586108,0.9166420336979012,1.0707530962758405,1.7652702331542969,1.358486890792847,1.5019787549972534,1.1442432980996061e-15,5,"[17, 20]"
17,Pkia,0.9584400797039568,0.8548625480342891,1.1211627903314263,1.7239729166030884,1.2663817405700684,1.5802626609802246,8.271037578247021e-14,5,"[17, 20]"
15,Snhg11,0.955593509820666,0.7718001773573752,1.238135903379285,1.7680010795593262,1.2106831073760986,1.7459834814071655,8.20837628691523e-16,5,"[17, 20]"
30,Ina,0.9481924281241104,0.8406739580254212,1.1278955641152832,1.7400723695755005,1.3034144639968872,1.5475265979766846,7.691110518909388e-09,5,"[17, 20]"
37,Celf4,0.915456874466268,0.7803724504877327,1.1731025023937065,1.54654860496521,1.12408709526062,1.5257123708724976,2.709240441609145e-07,5,"[17, 20]"
24,Enc1,0.8958155422715628,0.7318947679574342,1.223967681544708,1.5255593061447144,1.0225869417190552,1.6536290645599363,1.629382815635238e-10,5,"[17, 20]"
4,Nova1,0.8767435240535155,0.628140703517588,1.3957756902931966,1.3908350467681885,0.7464911937713623,1.904736876487732,2.033266767934706e-30,5,"[17, 20]"
23,Zfhx3,0.8599487617421008,0.6509015666568134,1.3211656044384774,1.323485016822815,0.8389742374420166,1.6233806610107422,3.015172438057862e-11,5,"[17, 20]"
41,Cadm2,0.8033020210646171,0.616316878510198,1.3033912408928536,1.1654671430587769,0.7583776116371155,1.5024386644363403,9.08715298893506e-07,5,"[17, 20]"
0,Nnat,0.9341047894567664,0.8535169434318888,1.0944185661983974,1.5047706365585327,1.0765764713287354,1.5344839096069336,0.0,12,"[4, 7, 16]"
1,Igfbp4,0.9051751848280296,0.7920885648710679,1.1427701711302565,1.5390478372573853,1.100033164024353,1.5511780977249146,0.0,12,"[4, 7, 16]"
3,Igf1,0.8373513339762134,0.6875928176049683,1.2178011644927966,1.3784846067428589,0.9152681231498718,1.5891773700714111,0.0,12,"[4, 7, 16]"
0,Car3,1.0,0.8192473781616286,1.220632530120482,3.711507797241211,1.2342337369918823,11.908756256103516,0.0,18,[7]
73,Wdr89,1.0,0.9944478716841456,1.0055831265508686,2.4709997177124023,2.061933994293213,1.5054106712341309,1.7959031626790327e-32,18,[7]
17,mt-Nd1,1.0,0.9975323874151758,1.002473716759431,3.1362545490264893,2.587841272354126,1.7305049896240234,1.2703940703404991e-112,18,[7]
29,Ptma,0.9984579799537394,0.9913633559531152,1.0071564315525898,2.51928973197937,1.963700532913208,1.74296772480011,7.362890842915716e-72,18,[7]
1,Fabp4,0.9969159599074788,0.5755706354102406,1.7320479860771951,2.6405789852142334,0.7081084847450256,6.906551837921143,0.0,18,[7]
12,Atp5a1,0.9969159599074788,0.947563232572486,1.0520838352929838,2.3136565685272217,1.531089425086975,2.187079668045044,1.225604174141977e-130,18,[7]
26,Cox4i1,0.9938319198149576,0.9395434916718076,1.057781708483287,2.1569466590881348,1.4902082681655884,1.9478737115859983,1.4181274565772883e-80,18,[7]
118,Pabpc1,0.9930609097918272,0.959284392350401,1.0352101188247922,2.2125229835510254,1.788967847824097,1.5273818969726562,3.373382191189515e-21,18,[7]
13,Atp5b,0.9930609097918272,0.919185687847008,1.080370291793659,2.1620876789093018,1.3686949014663696,2.2108845710754395,1.679228204682322e-123,18,[7]
3,Hspd1,0.9876638396299152,0.6631708821714991,1.4893051944559,2.136557579040528,0.8493342399597168,3.622713565826416,7.963320390202532e-209,18,[7]
24,Cox7c,0.9868928296067848,0.8852560148056755,1.1148106458485003,2.0720748901367188,1.3231254816055298,2.114777088165283,1.1767740554940584e-85,18,[7]
23,Chchd2,0.984579799537394,0.8544108574953733,1.1523493538267982,1.8699398040771484,1.1433696746826172,2.0679755210876465,4.338773436335132e-86,18,[7]
65,Hnrnpa2b1,0.9814957594448728,0.8840222085132634,1.110261427815868,1.8725318908691408,1.2885981798171997,1.7930781841278076,1.3302929024069694e-38,18,[7]
32,Ndufa4,0.9799537393986122,0.8679827267119062,1.129001429683831,1.9508707523345947,1.2516262531280518,2.0122320652008057,2.6258104992717714e-68,18,[7]
15,Mdh2,0.979182729375482,0.8198642813078346,1.1943229528349557,1.8871665000915527,1.0643919706344604,2.276808023452759,1.5112745030096388e-113,18,[7]
4,Hspa9,0.9784117193523516,0.649599012954966,1.5061779649289289,1.9376046657562256,0.7894592881202698,3.15234112739563,6.118535651026278e-198,18,[7]
25,Atp5f1,0.9784117193523516,0.8328192473781616,1.1748188126445644,1.8970192670822144,1.1344236135482788,2.143833637237549,2.248188592279792e-83,18,[7]
41,Uqcrh,0.9784117193523516,0.8365206662553979,1.1696204993142787,1.9150099754333496,1.2019121646881104,2.04030179977417,1.803965262311049e-60,18,[7]
69,Slc25a3,0.9753276792598304,0.8445404071560765,1.154862065799989,1.7887030839920044,1.184356451034546,1.830056071281433,4.5892798876153256e-35,18,[7]
141,Hmgn1,0.9753276792598304,0.8766193707587908,1.1126011035047043,1.6776485443115234,1.2453306913375854,1.5408247709274292,8.298521568035263e-18,18,[7]
21,Uqcr11,0.9737856592135696,0.7933374460209747,1.2274545517769804,1.8458490371704104,1.0392661094665527,2.2402400970458984,4.9187388346412975e-87,18,[7]
