FSV,M,g,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval
0.06351628407875887,4,COL9A2,18.621935679469626,11.777911341271423,-651.9372352941991,-0.7854980728032175,0.008123402578401507,SE,3639,7.102467615068033e-05,0.016473763630071744,0.008884429931640625,1336.6723273788468,-773.8192162464729,121.8819809522738,0.0,0.0
0.013530898882527646,4,RIMKLA,18.621935679469626,58.238471909723685,-1232.3983170728025,-1.8647406910442856,0.007189752973950916,SE,3639,5.2274798141194054e-05,0.21865022706671325,0.021457433700561523,2497.5944909360537,-1244.2103919818169,11.812074909014427,0.0005884781330910416,0.003937160723667066
0.03468875802437899,4,YBX1,18.621935679469626,22.2296050298074,-1973.225538561238,-1.644282745490645,0.012279586759570195,SE,3639,3.960796855809183e-05,0.027471100451904335,0.010188579559326172,3979.2489339129247,-2020.185767943322,46.96022938208398,7.2442052356791464e-12,1.2004873198464614e-10
0.010340573849330816,4,EBNA1BP2,18.621935679469626,76.45295184893058,-1953.1979713273377,-2.864311383646157,0.014032638700744077,SE,3639,1.984943068377538e-05,0.14030212111190837,0.025922298431396484,3939.193799445124,-1963.2431159687421,10.045144641404477,0.0015275000873685718,0.00943092386427396
0.10901921153270186,4,TMEM125,18.621935679469626,6.528575581078103,-505.8276402746642,-0.8795029910286548,0.013093953117119982,SE,3639,8.812790189952787e-05,0.00826544516299157,0.012665748596191406,1044.453137339777,-801.8679578582205,296.0403175835563,0.0,0.0
0.21223040086462733,4,ELOVL1,18.621935679469626,2.9651369429271024,-1567.6582715432037,-0.9495428938801947,0.04746304369080463,SE,3639,0.0001865444520446787,0.006746533900439553,0.01140737533569336,3168.114399876856,-2143.763890782532,576.1056192393285,0.0,0.0
0.00798640426356779,4,HYI,18.621935679469626,99.22462529958733,-457.6625422987545,-1.2780444736453536,0.0029975165993527185,SE,3639,9.401314869946846e-06,0.11032368673695993,0.022542476654052734,948.1229413879577,-466.1757474771325,8.51320517837803,0.0035257849867823543,0.01978521733946027
0.027031529611670956,4,PTPRF,18.621935679469626,28.752875158249257,-2247.970770776111,-3.1167780254120117,0.02291252726647168,SE,3639,2.8315033776222456e-05,0.03135587905546486,0.00913095474243164,4528.73939834267,-2292.3800192131594,44.40924843704852,2.6642577033442194e-11,4.210040875661374e-10
0.008520265715474694,4,ST3GAL3,18.621935679469626,92.95737171346197,-1016.67845600078,-1.7328667299354161,0.005269294834129359,SE,3639,2.0497856532839325e-05,0.2118085392779617,0.02312779426574707,2066.154768792009,-1023.7783825441793,7.099926543399306,0.007708711103173171,0.03947395352965257
0.07249643248331938,4,IPO13,18.621935679469626,10.220028015810964,-1907.3352091071847,-1.7214694300329858,0.02148728099073119,SE,3639,0.00014311596986591019,0.02638920854093373,0.010086774826049805,3847.468275004818,-2008.9555741049476,101.62036499776286,0.0,0.0
0.01573832243977325,4,ATP6V0B,18.621935679469626,49.95802610722774,-2099.6886068914046,-4.53664507618086,0.03529142086386581,SE,3639,1.3995774640289935e-05,0.04366436688555632,0.03995251655578613,4232.1750705732575,-2121.687221559526,21.998614668121263,2.7284733151722307e-06,2.64770580584259e-05
0.007551083308046832,4,B4GALT2,18.621935679469626,104.99099065033174,-1890.305247548191,-2.110617334361921,0.007616961527218578,SE,3639,6.971082305314968e-06,0.09134450018242338,0.025600194931030273,3813.4083518868306,-1901.1624541034716,10.857206555280754,0.0009841203112390673,0.006274288971584294
0.024960222346095427,4,SLC6A9,18.621935679469626,31.205203348977584,684.5727064891898,-0.8193201363889969,0.0023702054634703053,SE,3639,1.575281160810795e-05,0.020288700794079843,0.008752584457397461,-1336.347556187931,618.8402834113203,65.7324230778695,5.551115123125783e-16,1.258951014716451e-14
0.022995748044554294,4,TESK2,18.621935679469626,33.93923472216852,845.3270099897454,-0.8511287102519712,0.002243563046197253,SE,3639,2.6380921853571046e-05,0.039711745643733073,0.010136604309082031,-1657.8561631890423,816.9317187217544,28.39529126799107,9.89055808364725e-08,1.1307974777942923e-06
0.030990096562648478,4,PRDX1,18.621935679469626,24.978043602982705,-2466.3435855490607,-3.556369533095269,0.03011806091959122,SE,3639,3.210756679661788e-05,0.02748902201649966,0.04709815979003906,4965.48502788857,-2506.839202051895,40.49561650283431,1.9705759246591015e-10,2.909867643046978e-09
0.010807355418225134,4,TSPAN1,18.621935679469626,73.11636250980914,1173.6087611367093,-0.764713968069865,0.0012654780139521886,SE,3639,3.8200989347224655e-05,0.24767216343422752,0.013565301895141602,-2314.41966548297,1165.7037995804117,7.904961556297621,0.004929938930334554,0.026628759411004198
0.007539075170503645,4,POMGNT1,18.621935679469626,105.15949125034841,-1782.2330049319244,-2.0028699367272487,0.00692064906635285,SE,3639,9.691882171994492e-06,0.12739462887766062,0.02055048942565918,3597.2638666542975,-1789.540137826184,7.3071328942596665,0.0068681424055475615,0.03573812628341199
0.049409933568067825,4,UQCRH,18.621935679469626,15.368523123841122,-2188.6713898558264,-4.902421069913278,0.05462617403961067,SE,3639,5.517046093126057e-05,0.020002546774285247,0.008903026580810547,4410.140636502101,-2287.4053570990627,98.7339672432363,0.0,0.0
