Unnamed: 0,combined_pvalue,adjusted_pvalue,genes
3546,18051,1.03267727702416e-10,3.62438844563171e-09,YIF1A
3547,18052,5.55e-17,3.0053560136053704e-15,TMEM151A
3548,18058,5.55e-17,3.0053560136053704e-15,B4GAT1
3550,18063,6.41148088686982e-06,0.0001632709120656,PELI3
3554,18079,6.59134968827857e-11,2.33612545784483e-09,SPTBN2
3556,18083,0.0008854345956295,0.0180489821430164,LRFN4
3559,18088,0.0004006492460826,0.0085081398796707,GRK2
3562,18099,1.11022302462516e-16,5.3329264322189e-15,CARNS1
3563,18100,0.0007748176100508,0.0159345695815752,RPS6KB2
3564,18102,5.0222048741943594e-11,1.7934771522566401e-09,CORO1B
3567,18108,4.62905023201898e-08,1.38361570441323e-06,PITPNM1
3568,18109,2.55324328080064e-06,6.72855213088616e-05,CDK2AP2
3569,18111,5.55e-17,3.0053560136053704e-15,GSTP1
3571,18123,5.19474762636918e-05,0.0012203628254103,NDUFS8
3572,18126,5.8023120752537205e-09,1.83552911688726e-07,CHKA
3574,18137,5.89554527146152e-05,0.0013749750083409,MRPL21
3575,18156,5.55e-17,3.0053560136053704e-15,CCND1
3576,18171,0.0001933882464404,0.0042757849465107,PPFIA1
3577,18176,7.88258347483861e-14,3.22271805925645e-12,CTTN
3578,18177,0.0002483934069297,0.005419549648265,SHANK2
3579,18181,0.0002131565958667,0.0046857942099466,DHCR7
3580,18197,5.55e-17,3.0053560136053704e-15,NUMA1
3584,18216,5.55e-17,3.0053560136053704e-15,PDE2A
3586,18230,0.0023910741891861,0.04619546433506,ARHGEF17
3588,18235,5.55e-17,3.0053560136053704e-15,PLEKHB1
3589,18236,1.10864650793019e-11,4.1200400107849303e-10,RAB6A
3590,18239,1.28970775089554e-05,0.0003187539354416,MRPL48
3591,18240,2.18713935851156e-14,9.1998475042073e-13,COA4
3592,18241,0.0017869747911487,0.0351677339487428,PAAF1
3593,18247,3.2377226455437802e-09,1.03872183742318e-07,PPME1
3594,18250,3.4416913763379904e-15,1.49810886448793e-13,PGM2L1
3596,18269,5.55e-17,3.0053560136053704e-15,RPS3
3597,18274,0.0001744440186179,0.003877930551968,MAP6
3598,18277,0.000924540600681,0.0187803732255445,DGAT2
3599,18300,1.55653268052447e-13,6.25927291130197e-12,ACER3
3600,18303,3.73137721687566e-06,9.68738951016415e-05,CAPN5
3601,18307,5.55e-17,3.0053560136053704e-15,PAK1
3602,18309,0.0001679475946589,0.0037403017635236,CLNS1A
3604,18322,3.43731370033851e-08,1.04112665484671e-06,NDUFC2
3605,18343,5.55e-17,3.0053560136053704e-15,FAM181B
3609,18354,4.1046597343275e-07,1.15209412608556e-05,CCDC90B
3615,18367,5.55e-17,3.0053560136053704e-15,PICALM
3617,18373,8.28276976339026e-07,2.27374400353206e-05,ME3
3618,18389,1.0098720970575e-08,3.14432595338966e-07,GRM5
3619,18406,4.38467706587176e-09,1.39571932812791e-07,FAT3
3623,18444,5.55e-17,3.0053560136053704e-15,ENDOD1
3624,18446,3.4072674681695503e-09,1.09197095601152e-07,SESN3
3626,18453,6.74614974505161e-06,0.0001714369698951,CCDC82
3627,18475,1.25770622805277e-06,3.39776422200288e-05,BIRC2
3628,18476,5.55e-17,3.0053560136053704e-15,TMEM123
3629,18504,5.55e-17,3.0053560136053704e-15,GRIA4
3630,18507,7.53295272382104e-07,2.07909094620542e-05,AASDHPPT
3632,18514,5.55e-17,3.0053560136053704e-15,ELMOD1
3635,18530,5.55e-17,3.0053560136053704e-15,C11orf87
3636,18532,5.55e-17,3.0053560136053704e-15,RDX
3638,18536,0.0001306380694512,0.0029469004664161,ARHGAP20
3640,18554,1.11022302462516e-16,5.3329264322189e-15,CRYAB
3641,18558,5.55e-17,3.0053560136053704e-15,DIXDC1
3646,18577,5.55e-17,3.0053560136053704e-15,NCAM1
3650,18625,5.55e-17,3.0053560136053704e-15,SIK3
3651,18627,2.90214872133987e-07,8.22489656251504e-06,PAFAH1B2
3653,18629,5.55e-17,3.0053560136053704e-15,TAGLN
3654,18632,5.55e-17,3.0053560136053704e-15,BACE1
3655,18642,5.55e-17,3.0053560136053704e-15,FXYD6
3656,18647,4.481159887603779e-11,1.6040059606943e-09,SCN4B
3659,18657,5.55e-17,3.0053560136053704e-15,ATP5MG
3661,18662,1.92433665779923e-06,5.11521774941993e-05,TMEM25
3663,18665,5.55e-17,3.0053560136053704e-15,PHLDB1
3665,18679,5.55e-17,3.0053560136053704e-15,RPS25
3667,18683,2.78057482354654e-05,0.0006686074151346,HYOU1
3669,18688,4.46487957717068e-10,1.50909682092422e-08,H2AFX
3670,18690,0.0003030247744653,0.0065346953318508,C2CD2L
3671,18697,5.55e-17,3.0053560136053704e-15,MCAM
3674,18705,5.55e-17,3.0053560136053704e-15,THY1
3675,18707,3.80723025106278e-05,0.0009037638882233,NECTIN1
3676,18718,1.69477062894607e-06,4.52462991875888e-05,ARHGEF12
3678,18726,5.5009552468732194e-11,1.95987233535374e-09,SORL1
3679,18734,5.55e-17,3.0053560136053704e-15,HSPA8
3680,18738,1.68198515115847e-08,5.18429657418776e-07,GRAMD1B
3681,18739,5.55e-17,3.0053560136053704e-15,SCN3B
3682,18767,0.000205880218254,0.0045323458470208,TBRG1
3684,18770,1.11022302462516e-16,5.3329264322189e-15,NRGN
3685,18781,5.55e-17,3.0053560136053704e-15,HEPACAM
3686,18788,1.33338762031698e-07,3.85381630218575e-06,PKNOX2
3687,18790,5.55e-17,3.0053560136053704e-15,FEZ1
3692,18820,5.55e-17,3.0053560136053704e-15,ST3GAL4
3693,18841,6.39266417579165e-13,2.5161576321216897e-11,ARHGAP32
3694,18849,5.55e-17,3.0053560136053704e-15,APLP2
3695,18851,1.17856768122593e-07,3.42412388203602e-06,ZBTB44
3697,18863,4.2286174561922995e-12,1.60259059397711e-10,NTM
3698,18869,9.85543078257933e-08,2.87013210722116e-06,OPCML
3699,18876,5.55e-17,3.0053560136053704e-15,JAM3
3700,18879,2.71883839442211e-07,7.71609385354059e-06,VPS26B
3703,18884,5.55e-17,3.0053560136053704e-15,B3GAT1
3710,18919,5.55e-17,3.0053560136053704e-15,PFKP
3714,18951,5.55e-17,3.0053560136053704e-15,CALML5
3719,18970,4.1755487956152097e-13,1.65306068501994e-11,PFKFB3
3720,18987,1.8105870913665e-08,5.56667200912936e-07,ATP5F1C
3721,18989,5.55e-17,3.0053560136053704e-15,GATA3
3722,19003,7.505118748696299e-11,2.6476483016545e-09,CELF2
3726,19022,2.5754065546834697e-11,9.35521502477296e-10,CAMK1D
3727,19023,6.66128641135799e-08,1.96609977593497e-06,CCDC3
3728,19024,4.27046574921208e-05,0.001009423422022,OPTN
3731,19040,5.55e-17,3.0053560136053704e-15,FAM107B
3734,19065,5.55e-17,3.0053560136053704e-15,VIM
3736,19078,5.55e-17,3.0053560136053704e-15,CACNB2
3738,19100,0.0008102074233217,0.0165955090026983,COMMD3
3739,19102,1.6957546478124599e-12,6.523572604603149e-11,BMI1
3740,19108,5.55e-17,3.0053560136053704e-15,PIP4K2A
3743,19116,5.55e-17,3.0053560136053704e-15,ARHGAP21
3744,19123,1.0671463712697e-11,3.97546309639734e-10,GPR158
3745,19127,9.80293957120182e-08,2.85620359465327e-06,GAD2
3746,19132,6.74671736715649e-05,0.0015645507802179,ABI1
3751,19149,5.55e-17,3.0053560136053704e-15,BAMBI
3755,19168,5.55e-17,3.0053560136053704e-15,KIF5B
3756,19176,5.55e-17,3.0053560136053704e-15,ITGB1
3757,19189,0.0019909294689104,0.038918942180009,CUL2
3761,19210,4.07942111202431e-08,1.22591372428884e-06,ZNF25
3765,19232,1.11022302462516e-16,5.3329264322189e-15,HNRNPF
3768,19270,8.44940404280958e-05,0.0019395715291933,TIMM23
3770,19297,5.55e-17,3.0053560136053704e-15,FRMPD2
3772,19316,2.2204460492503099e-16,1.00733054830801e-14,OGDHL
3773,19332,3.60788626196928e-05,0.0008577733062002,CSTF2T
3774,19347,5.55e-17,3.0053560136053704e-15,CISD1
3776,19353,1.11022302462516e-16,5.3329264322189e-15,LINC00844
3777,19354,1.53321799700734e-13,6.173624943254599e-12,PHYHIPL
3778,19355,5.55e-17,3.0053560136053704e-15,FAM13C
3781,19374,9.83974181864022e-05,0.0022377568615548,ARID5B
3782,19377,0.0002596475791727,0.0056469920317067,ZNF365
3783,19379,0.0010548793326786,0.0212587454208334,ADO
3784,19382,0.0009652670133902,0.0195428380760709,NRBF2
3786,19385,5.55e-17,3.0053560136053704e-15,REEP3
3789,19404,6.48640725575689e-07,1.7950987581732e-05,HNRNPH3
3796,19420,5.55e-17,3.0053560136053704e-15,HK1
3797,19425,8.27292234717447e-10,2.76264552482139e-08,FAM241B
3803,19454,2.2204460492503099e-16,1.00733054830801e-14,PSAP
3804,19458,1.53876911213047e-13,6.19190600834141e-12,SPOCK2
3806,19461,1.11022302462516e-16,5.3329264322189e-15,DDIT4
3807,19463,5.14377032523328e-07,1.43258990621986e-05,DNAJB12
3811,19484,5.55e-17,3.0053560136053704e-15,PPP3CB
3812,19485,5.55e-17,3.0053560136053704e-15,USP54
3816,19500,2.2204460492503099e-16,1.00733054830801e-14,CAMK2G
3817,19515,1.12649034544887e-08,3.4914520442721e-07,SAMD8
3818,19516,6.33937347060964e-14,2.60570722537998e-12,VDAC2
3819,19528,0.0020962359689342,0.0408211341286473,KCNMA1
3821,19537,5.55e-17,3.0053560136053704e-15,RPS24
3823,19548,2.2123636256310397e-11,8.06035822665934e-10,PPIF
3824,19549,5.55e-17,3.0053560136053704e-15,ZCCHC24
3825,19566,7.99001755869e-08,2.34515494866205e-06,ANXA11
3826,19572,1.1546319456101601e-14,4.90732855594883e-13,FAM213A
3829,19582,5.55e-17,3.0053560136053704e-15,GHITM
3831,19604,5.55e-17,3.0053560136053704e-15,SNCG
3832,19605,5.55e-17,3.0053560136053704e-15,ADIRF
3833,19609,0.0005434062756246,0.011401345388394,GLUD1
3836,19635,5.55e-17,3.0053560136053704e-15,LIPA
3837,19640,3.32191860215048e-05,0.0007922450143082,IFIT1
3840,19671,7.21644966006352e-15,3.09717083440884e-13,CPEB3
3842,19684,5.55e-17,3.0053560136053704e-15,RBP4
3845,19707,0.0001345836135813,0.0030314368457864,SORBS1
3846,19719,1.11022302462516e-16,5.3329264322189e-15,OPALIN
3848,19724,4.2985015547003503e-10,1.45446763217421e-08,SLIT1
3849,19732,5.55e-17,3.0053560136053704e-15,PGAM1
3858,19749,4.56427279227345e-06,0.000117600172506,CRTAC1
3860,19756,0.0001045361877284,0.0023729591405393,CNNM1
3861,19757,5.55e-17,3.0053560136053704e-15,GOT1
3864,19780,1.11022302462516e-16,5.3329264322189e-15,SCD
3865,19785,2.2204460492503099e-16,1.00733054830801e-14,NDUFB8
3867,19789,1.5530625674387e-09,5.09733128910547e-08,SLF2
3868,19791,5.04950525836989e-10,1.70387506357774e-08,MRPL43
3869,19795,5.55e-17,3.0053560136053704e-15,LZTS2
3873,19810,1.00107167000374e-09,3.3212305345023e-08,FBXW4
3875,19816,5.55e-17,3.0053560136053704e-15,KCNIP2
3878,19826,5.55e-17,3.0053560136053704e-15,PSD
3879,19827,2.06363814925226e-11,7.527459009718761e-10,FBXL15
3881,19831,0.0007646060291401,0.0157313272772387,ACTR1A
3882,19834,0.000196141784629,0.0043288514490711,TRIM8
3887,19849,5.55e-17,3.0053560136053704e-15,INA
3888,19852,5.55e-17,3.0053560136053704e-15,ATP5MD
3889,19860,9.45678062855837e-05,0.0021538629218803,NEURL1
3890,19861,6.44141474992477e-05,0.0014954504225486,SH3PXD2A
3894,19887,5.55e-17,3.0053560136053704e-15,ADD3
3895,19888,4.47197834319013e-13,1.76698775986752e-11,MXI1
3896,19897,0.0001280917736461,0.002890526421503,PDCD4
3897,19898,2.75885092548833e-10,9.43932089920889e-09,BBIP1
3898,19901,3.93553133369862e-05,0.000933135078778,SHOC2
3899,19920,1.63431346367204e-06,4.37275468138677e-05,ADRB1
3903,19931,1.11022302462516e-16,5.3329264322189e-15,ATRNL1
3904,19939,2.2204460492503099e-16,1.00733054830801e-14,HSPA12A
3905,19941,5.55e-17,3.0053560136053704e-15,SHTN1
3914,19973,5.55e-17,3.0053560136053704e-15,INPP5F
3915,19984,5.55e-17,3.0053560136053704e-15,FGFR2
3917,19991,0.0024058895926847,0.0464670390072703,TACC2
3919,19995,5.55e-17,3.0053560136053704e-15,HTRA1
3920,20004,0.0002702160039673,0.0058705871407514,ACADSB
3921,20007,7.49490528528796e-07,2.06952251085581e-05,BUB3
3923,20015,4.1944921314041e-08,1.25802477459252e-06,OAT
3924,20017,5.55e-17,3.0053560136053704e-15,LHPP
3927,20036,0.0003035442903758,0.0065435945517026,UROS
3930,20059,0.0001209195653355,0.0027357340079692,MGMT
3933,20074,5.55e-17,3.0053560136053704e-15,BNIP3
3936,20082,0.0004455479593763,0.00941264742038,PWWP2B
3938,20089,5.55e-17,3.0053560136053704e-15,NKX6-2
3939,20094,0.0003784013135563,0.0080496411112401,ADGRA1
3940,20096,1.98031238074492e-08,6.07325037096975e-07,KNDC1
3942,20106,5.55e-17,3.0053560136053704e-15,CALY
3944,20115,0.00019297568736,0.0042697461767245,SPRN
3946,20138,5.55e-17,3.0053560136053704e-15,WNK1
3947,20146,5.55e-17,3.0053560136053704e-15,ADIPOR2
3949,20160,0.0008273378466709,0.0169350643036665,FKBP4
3950,20174,9.673373213558989e-13,3.7686946377227895e-11,PRMT8
3951,20181,2.2204460492503099e-16,1.00733054830801e-14,CCND2
3953,20193,1.03770103621059e-10,3.6399344158431905e-09,GALNT8
3954,20196,0.0004170165938,0.0088312177981603,KCNA1
3956,20208,5.55e-17,3.0053560136053704e-15,CD9
3957,20216,5.55e-17,3.0053560136053704e-15,VAMP1
3958,20218,0.0001757787704622,0.0039033519177056,MRPL51
3959,20221,5.55e-17,3.0053560136053704e-15,GAPDH
3961,20227,5.7364004937277e-06,0.0001467509313044,CHD4
3963,20233,5.773159728050811e-15,2.4952224591115997e-13,PIANP
3964,20235,0.0002246162058172,0.0049253341397821,COPS7A
3965,20237,3.31869420833186e-10,1.12917246661125e-08,MLF2
3966,20238,1.11022302462516e-16,5.3329264322189e-15,PTMS
3967,20241,2.70541611335773e-09,8.73899089624062e-08,GPR162
3969,20246,5.55e-17,3.0053560136053704e-15,TPI1
3970,20250,5.55e-17,3.0053560136053704e-15,ENO2
3972,20252,6.78644787807103e-05,0.0015725733169515,C12orf57
3974,20268,5.55e-17,3.0053560136053704e-15,CLSTN3
3976,20281,0.0011204110776827,0.0225423035497224,SLC2A3
3977,20285,4.09826392822055e-08,1.23097220087785e-06,NECAP1
3980,20314,0.0009893355742178,0.0200036800617174,A2M
3981,20341,5.55e-17,3.0053560136053704e-15,GABARAPL1
3985,20399,7.76299025062599e-11,2.7339779420748304e-09,CDKN1B
3987,20407,1.11022302462516e-16,5.3329264322189e-15,HEBP1
3988,20409,4.21199075617551e-10,1.42677184558643e-08,FAM234B
3989,20413,5.55e-17,3.0053560136053704e-15,GRIN2B
3990,20423,5.55e-17,3.0053560136053704e-15,H2AFJ
3992,20429,5.55e-17,3.0053560136053704e-15,MGP
3993,20431,2.63415226675612e-06,6.92092510830333e-05,ARHGDIB
3994,20436,0.0012151470547692,0.0243443928368476,PTPRO
3995,20439,2.44721853892571e-09,7.93006044077715e-08,STRAP
3996,20442,1.11022302462516e-16,5.3329264322189e-15,MGST1
3997,20443,8.881784197001249e-16,3.9503158757177104e-14,LMO3
3998,20454,0.00079006527089,0.0162100436362874,PLEKHA5
3999,20467,5.55e-17,3.0053560136053704e-15,SLCO1A2
4001,20474,5.55e-17,3.0053560136053704e-15,LDHB
4007,20505,1.11022302462516e-16,5.3329264322189e-15,ETFRF1
4008,20506,0.0003115094287455,0.0067058598600805,KRAS
4009,20516,1.0658141036401501e-14,4.53929203966338e-13,BHLHE41
4011,20538,3.4577856355078e-05,0.0008240062201585,PPFIBP1
4016,20580,0.0002187995233817,0.0048063915756769,DENND5B
4020,20605,0.0003026062450446,0.0065279683721692,CPNE8
4021,20608,6.207145908376789e-11,2.2037808375138103e-09,KIF21A
4022,20611,5.55e-17,3.0053560136053704e-15,SLC2A13
4023,20618,1.52131225394925e-08,4.69378723937278e-07,CNTN1
4026,20626,1.16174538742353e-05,0.0002888764195196,ZCRB1
4027,20627,0.000253204434863,0.0055162456885437,PRICKLE1
4028,20638,3.55600358095121e-05,0.0008460951287087,TWF1
4029,20642,5.55e-17,3.0053560136053704e-15,NELL2
4031,20650,0.0007463743133555,0.0153754318634099,SLC38A1
4032,20651,4.02573715030385e-07,1.13149784910145e-05,SLC38A2
4033,20671,5.55e-17,3.0053560136053704e-15,SLC48A1
4034,20679,5.0352902102313e-06,0.0001291925989201,TMEM106C
4035,20686,5.55e-17,3.0053560136053704e-15,PFKM
4037,20689,2.13884465694036e-12,8.192120408929889e-11,CCDC184
4038,20710,6.944186337065621e-09,2.18546611683607e-07,CACNB3
4040,20712,0.000629753697527,0.0130977982038035,RND1
4041,20717,5.55e-17,3.0053560136053704e-15,ARF3
4042,20720,5.55e-17,3.0053560136053704e-15,DDN
4044,20730,5.55e-17,3.0053560136053704e-15,TUBA1B
4045,20731,1.11022302462516e-16,5.3329264322189e-15,TUBA1A
4047,20741,1.18452320396756e-07,3.43979483867267e-06,KCNH3
4049,20747,5.55e-17,3.0053560136053704e-15,TMBIM6
4050,20752,4.55911211671989e-07,1.27439319113581e-05,FAIM2
4051,20761,9.14759041414914e-06,0.0002302879934943,ASIC1
4053,20763,5.55e-17,3.0053560136053704e-15,GPD1
4056,20771,5.55e-17,3.0053560136053704e-15,DIP2B
4057,20774,0.0002273967562935,0.0049809553182823,METTL7A
4058,20778,6.63247234911069e-13,2.6071951665755197e-11,SLC11A2
4063,20783,5.55e-17,3.0053560136053704e-15,DAZAP2
4065,20790,2.2204460492503099e-16,1.00733054830801e-14,SCN8A
4067,20800,1.7246204464527198e-11,6.33232260057331e-10,GRASP
4070,20841,5.55e-17,3.0053560136053704e-15,KRT8
4071,20842,5.55e-17,3.0053560136053704e-15,KRT18
4073,20845,3.31956684362922e-14,1.38302372729432e-12,TNS2
4074,20846,5.12422424492343e-08,1.52789403467926e-06,SPRYD3
4075,20847,1.34384183841929e-05,0.0003311977003015,IGFBP6
4077,20857,5.55e-17,3.0053560136053704e-15,PFDN5
4078,20859,8.33926055765488e-07,2.28822591990476e-05,C12orf10
4082,20873,5.55e-17,3.0053560136053704e-15,ATP5MC2
4085,20900,2.6218932791533e-06,6.89167259144564e-05,CBX5
4086,20902,7.32747196252603e-15,3.14261736184328e-13,HNRNPA1
4088,20908,0.0011624294235115,0.0233570063736079,ZNF385A
4089,20914,5.03201052670654e-06,0.0001291625615086,PDE1B
4090,20915,8.881784197001249e-16,3.9503158757177104e-14,PPP1R1A
4091,20920,5.55e-17,3.0053560136053704e-15,TESPA1
4092,20943,1.0585243792604601e-10,3.7087280088499202e-09,BLOC1S1
4093,20945,5.55e-17,3.0053560136053704e-15,CD63
4095,20958,8.18989320805485e-12,3.05843981244636e-10,RAB5B
4096,20963,2.50910403565285e-14,1.05180202015324e-12,RPS26
4097,20964,5.55e-17,3.0053560136053704e-15,ERBB3
4099,20968,5.55e-17,3.0053560136053704e-15,RPL41
4100,20970,0.0016339879060309,0.0323126949024747,ESYT1
4101,20974,8.18447372319397e-07,2.24776778826032e-05,MYL6B
4102,20975,5.55e-17,3.0053560136053704e-15,MYL6
4105,20983,1.09858335064494e-05,0.0002741725694175,CS
4107,20990,8.87290241280425e-13,3.46344510892442e-11,STAT2
4108,20996,5.6693316707878694e-11,2.01868690486549e-09,GLS2
4110,20999,5.55e-17,3.0053560136053704e-15,ATP5F1B
4111,21000,6.42859987465272e-10,2.16089453146707e-08,PTGES3
4112,21001,1.11022302462516e-16,5.3329264322189e-15,NACA
4114,21013,4.71532855839119e-06,0.0001212880772724,LRP1
4115,21021,0.0001930750367686,0.004270401589155,R3HDM2
4119,21032,5.55e-17,3.0053560136053704e-15,KIF5A
4120,21033,1.21020236054648e-08,3.74144243588225e-07,PIP4K2C
4122,21035,3.22879672998155e-07,9.11688969452381e-06,ARHGEF25
4123,21038,2.68176747475479e-09,8.67174886489138e-08,B4GALNT1
4125,21041,3.00121665297581e-08,9.1400974171512e-07,AGAP2
4127,21044,0.0001500980387783,0.0033635735878645,CDK4
4130,21054,5.55e-17,3.0053560136053704e-15,CTDSP2
4132,21069,5.55e-17,3.0053560136053704e-15,FAM19A2
4134,21071,0.0006733435624706,0.0139554798739555,MON2
4139,21103,5.55e-17,3.0053560136053704e-15,WIF1
4142,21117,1.0995648835887599e-12,4.2729734654497094e-11,TMBIM4
4144,21139,7.1258554612541e-12,2.67085618978006e-10,RAP1B
4145,21143,1.32284080238687e-05,0.0003265475016192,MDM2
4148,21159,3.18149284694869e-10,1.08429741303134e-08,RAB3IP
4150,21167,5.55e-17,3.0053560136053704e-15,KCNMB4
4152,21183,8.58202398035246e-14,3.5016648690433995e-12,RAB21
4154,21188,1.11022302462516e-16,5.3329264322189e-15,TRHDE
4155,21197,0.0002004281902392,0.0044186755238163,ATXN7L3B
4156,21200,5.55e-17,3.0053560136053704e-15,KCNC2
4163,21233,5.55e-17,3.0053560136053704e-15,SYT1
4166,21250,5.55e-17,3.0053560136053704e-15,PPFIA2
4168,21278,0.0003330562153709,0.007144584510808,C12orf29
4169,21281,6.30042020777211e-08,1.86228142841362e-06,KITLG
4170,21286,1.79987931003822e-07,5.14863690063141e-06,DUSP6
4171,21295,5.55e-17,3.0053560136053704e-15,ATP2B1
4172,21296,0.0007646781016878,0.0157313272772387,ATP2B1-AS1
4174,21314,3.72702688489213e-07,1.0485029195496e-05,BTG1
4176,21328,5.55e-17,3.0053560136053704e-15,NUDT4
4177,21329,6.16716531176564e-08,1.82641978499744e-06,UBE2N
4179,21344,5.55e-17,3.0053560136053704e-15,NDUFA12
4181,21349,6.05960869259903e-07,1.68154229099009e-05,METAP2
4182,21351,3.21366045108462e-06,8.38952800259682e-05,NTN4
4185,21364,0.0001028190165357,0.0023348449552822,CDK17
4187,21375,1.11022302462516e-16,5.3329264322189e-15,SLC25A3
4188,21378,5.55e-17,3.0053560136053704e-15,ANKS1B
4196,21425,2.2840874284169e-05,0.0005522593548937,NT5DC3
4197,21428,0.0007193901653554,0.0148645526855882,HSP90B1
4201,21449,3.48610029732299e-14,1.45043281055628e-12,NUAK1
4205,21474,3.42688618149012e-07,9.6628537617413e-06,WSCD2
4207,21479,5.55e-17,3.0053560136053704e-15,ISCU
4209,21486,6.725731083179199e-12,2.52551563704542e-10,SVOP
4213,21499,1.04419307471737e-05,0.0002611304823917,MVK
4214,21503,5.55e-17,3.0053560136053704e-15,GLTP
4216,21509,5.55e-17,3.0053560136053704e-15,C12orf76
4217,21511,5.55e-17,3.0053560136053704e-15,ATP2A2
4220,21515,1.0488830137767e-08,3.25916220639659e-07,FAM216A
4224,21527,5.55e-17,3.0053560136053704e-15,CUX2
4231,21547,5.55e-17,3.0053560136053704e-15,RPL6
4233,21549,2.2204460492503099e-16,1.00733054830801e-14,RPH3A
4235,21555,1.50481212219944e-05,0.0003692353284435,RASAL1
4236,21557,0.0018623677602609,0.0365340731294485,DDX54
4241,21602,0.0004246028897303,0.0089794541158928,RNFT2
4242,21608,1.1424194923392899e-13,4.6396990423808995e-12,TESC
4245,21617,5.55e-17,3.0053560136053704e-15,WSB2
4246,21621,1.67391563699049e-06,4.47090106095715e-05,PEBP1
4249,21632,3.88379858984322e-06,0.0001006603707552,SRRM4
4250,21635,1.05020214746787e-10,3.6816758147603704e-09,HSPB8
4252,21643,1.11022302462516e-15,4.91291994297623e-14,CIT
4255,21649,5.55e-17,3.0053560136053704e-15,RPLP0
4256,21657,5.55e-17,3.0053560136053704e-15,COX6A1
4259,21662,4.44089209850063e-15,1.92347417286538e-13,DYNLL1
4260,21666,5.44807583222617e-05,0.0012749846872919,RNF10
4262,21669,5.55e-17,3.0053560136053704e-15,CABP1
4266,21685,5.55e-17,3.0053560136053704e-15,CAMKK2
4267,21686,5.55e-17,3.0053560136053704e-15,ANAPC5
4274,21728,5.55e-17,3.0053560136053704e-15,HIP1R
4278,21734,1.41886502547095e-13,5.73201647426061e-12,PITPNM2
4284,21756,0.0001838379010981,0.0040778776741849,CCDC92
4285,21759,2.07476159586051e-08,6.35336421370717e-07,ZNF664
4288,21767,1.11022302462516e-16,5.3329264322189e-15,UBC
4290,21771,1.03019811061866e-05,0.0002578412080498,AACS
4291,21773,1.84618986764917e-12,7.084497048417569e-11,TMEM132B
4292,21795,5.55e-17,3.0053560136053704e-15,LINC00507
4294,21819,1.48713787908594e-05,0.0003650448563126,RIMBP2
4295,21825,9.298162240156671e-09,2.90244276443861e-07,RAN
4296,21839,0.000305811824077,0.0065892946913175,SFSWAP
4297,21841,7.26287914001311e-05,0.0016797953860786,MMP17
4300,21854,2.76444200864034e-10,9.45316951251399e-09,GALNT9
4309,21911,0.0012733923747589,0.0254530031675208,GJB6
4310,21912,5.55e-17,3.0053560136053704e-15,CRYL1
4312,21916,5.1259500766232e-07,1.42892640895056e-05,IL17D
4315,21926,5.55e-17,3.0053560136053704e-15,ZDHHC20
4317,21928,2.8691715669992797e-11,1.03792293311121e-09,FGF9
4319,21955,5.55e-17,3.0053560136053704e-15,AMER2
4322,21962,8.57948467272163e-05,0.0019672196883967,ATP8A2
4323,21965,1.10466729930092e-05,0.0002754664316053,RNF6
4326,21977,5.55e-17,3.0053560136053704e-15,RPL21
4332,22001,2.2204460492503099e-16,1.00733054830801e-14,UBL3
4334,22014,2.2204460492503099e-16,1.00733054830801e-14,HMGB1
4335,22024,1.11022302462516e-16,5.3329264322189e-15,HSPH1
4336,22028,2.37138271452775e-06,6.26007033254427e-05,FRY
4340,22048,1.87663884432254e-10,6.4970830190476205e-09,NBEA
4341,22051,5.55e-17,3.0053560136053704e-15,DCLK1
4342,22055,5.55e-17,3.0053560136053704e-15,SPART
4343,22058,0.0008562401417273,0.017503275268909,SERTM1
4344,22071,0.0003336608863456,0.0071550495161257,UFM1
4349,22094,5.55e-17,3.0053560136053704e-15,RGCC
4352,22122,2.2204460492503103e-15,9.70661127919929e-14,SERP2
4353,22124,5.55e-17,3.0053560136053704e-15,TSC22D1
4354,22134,5.55e-17,3.0053560136053704e-15,TPT1
4355,22144,5.13032698878924e-07,1.42949587301845e-05,ZC3H13
4357,22155,5.55e-17,3.0053560136053704e-15,HTR2A
4358,22157,1.11022302462516e-16,5.3329264322189e-15,SUCLA2
4360,22165,5.55e-17,3.0053560136053704e-15,ITM2B
4363,22181,1.13420384195706e-12,4.40199619456426e-11,RCBTB1
4370,22224,5.55e-17,3.0053560136053704e-15,PCDH8
4371,22239,5.55e-17,3.0053560136053704e-15,PCDH17
4372,22264,5.55e-17,3.0053560136053704e-15,PCDH9
4374,22294,7.50151765149809e-08,2.20983676059993e-06,COMMD6
4376,22297,0.0023014399356873,0.0445762291092258,LMO7
4379,22309,5.55e-17,3.0053560136053704e-15,MYCBP2
4380,22312,5.55e-17,3.0053560136053704e-15,SLAIN1
4383,22327,9.6460839316137e-11,3.3952154285678e-09,NDFIP2
4384,22332,0.0003651796876656,0.007790027089732,SPRY2
4385,22336,3.45309488780643e-07,9.73227414200163e-06,SLITRK1
4386,22346,5.33083425469094e-06,0.0001366038144045,SLITRK5
4389,22384,5.55e-17,3.0053560136053704e-15,HS6ST3
4390,22388,5.55e-17,3.0053560136053704e-15,MBNL2
4392,22392,1.54061518953252e-06,4.12746592878279e-05,IPO5
4393,22393,0.0024490820785381,0.047226786359018,FARP1
4394,22397,8.97735855043269e-06,0.0002261669595806,STK24
4399,22428,0.0001389396573028,0.0031272545217964,FGF14
